Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
14.5,80.2,Medium,High,No,7.9,66.2,Low,Yes,2,60.8
20.4,66.0,High,Low,Yes,8.6,54.0,Medium,Yes,2,41.9
18.8,64.2,Medium,Medium,No,5.7,51.4,Medium,Yes,0,50.9
22.4,64.9,High,Medium,Yes,5.2,55.5,Low,Yes,2,58.6
15.5,64.0,Medium,Medium,Yes,7.6,50.2,Medium,Yes,0,49.2
23.6,84.4,High,High,No,6.8,66.3,Low,No,0,55.2
29.7,67.9,Medium,High,No,10.0,65.0,Low,Yes,6,67.2
19.8,70.1,Medium,Medium,Yes,7.8,55.5,Low,No,2,45.0
22.9,66.9,High,High,Yes,7.3,82.6,High,Yes,2,65.5
24.6,98.3,Low,High,No,7.0,99.6,Low,Yes,2,83.2
18.1,94.2,Low,Medium,Yes,5.6,95.0,Low,Yes,0,67.5
21.8,69.2,Low,Medium,No,7.9,62.6,High,Yes,0,58.0
20.6,73.1,High,Medium,No,7.1,88.5,Medium,Yes,1,59.4
21.1,68.4,Low,High,Yes,7.1,96.8,Medium,Yes,2,64.2
15.9,79.7,High,High,Yes,7.3,95.3,Medium,Yes,3,74.3
20.6,60.8,Medium,Medium,Yes,7.5,94.2,Medium,Yes,1,65.4
23.5,86.9,Low,High,No,4.9,89.3,Low,Yes,0,65.0
29.2,80.9,Medium,Medium,No,8.3,64.6,Medium,Yes,1,68.0
26.3,95.9,Low,Medium,Yes,6.1,54.2,Medium,Yes,0,59.0
33.4,66.6,Medium,High,Yes,7.0,74.4,Medium,Yes,3,66.2
15.9,92.2,Medium,Low,No,8.9,52.7,Medium,Yes,1,40.8
25.7,91.7,Medium,Low,Yes,9.5,99.9,Medium,Yes,2,77.1
21.6,65.1,Low,Medium,No,5.0,67.9,Medium,Yes,1,52.8
33.6,75.9,Medium,Medium,Yes,7.2,97.9,Medium,Yes,1,75.4
15.7,66.8,High,Medium,No,7.6,88.7,Low,Yes,1,55.9
15.5,70.2,High,Medium,No,5.2,70.6,High,Yes,3,64.8
16.9,70.5,High,High,Yes,8.2,55.9,Medium,Yes,1,53.5
7.8,82.2,Medium,High,No,7.4,61.9,Medium,Yes,1,49.0
17.3,76.5,High,Medium,Yes,7.5,83.7,Medium,Yes,0,58.7
15.9,97.9,Medium,Medium,Yes,6.0,91.5,High,Yes,2,72.9
21.4,65.1,Low,High,Yes,7.7,99.0,High,Yes,1,77.2
22.6,98.9,High,Medium,No,8.3,56.6,Low,Yes,0,53.3
31.8,69.2,High,Medium,No,7.4,57.8,Medium,Yes,0,53.7
26.2,90.9,Medium,Medium,No,6.5,52.1,Low,Yes,2,49.9
17.0,73.6,Medium,Medium,No,6.6,63.0,Low,Yes,1,48.3
15.1,65.7,Medium,Medium,Yes,7.5,91.1,High,Yes,4,62.8
23.5,94.3,Medium,Medium,Yes,7.3,59.9,Low,Yes,0,55.3
12.6,72.4,High,Medium,Yes,8.4,77.4,Low,Yes,1,53.3
31.5,86.4,Low,High,No,6.6,72.3,Medium,Yes,1,73.4
27.6,82.7,High,High,No,5.6,66.3,High,Yes,2,66.8
17.7,78.9,Medium,Medium,Yes,7.7,80.9,Low,Yes,2,62.9
10.2,79.8,High,High,No,6.6,75.1,Low,Yes,0,57.6
28.6,89.3,High,Low,Yes,8.2,66.7,Low,Yes,1,58.5
19.8,63.5,Medium,Medium,Yes,7.2,84.4,Low,Yes,3,68.8
27.9,86.7,Medium,High,Yes,8.1,64.0,Low,Yes,3,68.9
10.9,95.8,High,Medium,No,5.9,82.2,High,Yes,3,64.2
16.9,62.3,Medium,Medium,Yes,7.4,97.9,Low,Yes,2,73.5
20.5,65.6,Medium,Medium,No,6.3,86.4,Medium,Yes,1,61.2
20.8,88.7,Medium,High,Yes,5.6,70.9,High,Yes,0,69.2
17.8,77.5,Low,Medium,Yes,6.1,87.4,Medium,Yes,5,71.2
24.2,76.1,High,High,Yes,6.5,90.5,Low,Yes,4,72.2
14.1,65.5,Low,High,No,8.8,66.3,Medium,Yes,3,59.8
19.6,80.3,High,High,Yes,6.5,85.3,High,Yes,3,72.0
21.2,65.1,Medium,Medium,No,5.5,71.7,Medium,Yes,1,55.6
23.6,79.1,High,Low,Yes,7.4,90.9,Medium,Yes,0,64.2
24.8,90.5,Medium,Medium,Yes,7.2,64.8,Low,No,0,51.3
13.8,70.3,Medium,Medium,No,6.6,96.9,Medium,Yes,2,68.4
11.3,79.2,Medium,High,Yes,7.0,78.7,Low,Yes,0,50.5
28.2,99.7,High,Medium,No,8.5,67.7,Medium,Yes,1,66.3
22.5,87.5,Medium,High,Yes,8.1,71.0,Medium,Yes,1,63.0
16.0,93.7,High,Medium,No,8.0,67.4,Medium,Yes,1,59.2
29.8,76.6,Medium,High,No,5.7,57.3,Medium,Yes,1,59.6
21.2,90.7,Medium,Medium,No,10.0,53.4,Low,Yes,3,52.6
27.6,61.6,High,Medium,Yes,8.6,66.1,Medium,Yes,3,61.5
20.9,64.9,Low,High,No,7.9,72.9,Medium,Yes,0,58.0
32.9,68.1,Medium,Medium,Yes,5.7,68.1,Medium,Yes,1,57.9
31.0,76.1,Medium,Low,Yes,8.4,50.7,Low,No,2,51.7
19.0,93.8,Medium,Medium,Yes,6.5,79.0,Medium,Yes,2,69.8
26.3,73.9,Medium,Medium,Yes,6.9,57.2,Medium,Yes,1,64.8
24.4,86.2,Medium,High,No,5.0,60.6,Medium,Yes,2,54.3
28.7,88.4,Medium,High,No,5.6,56.0,Medium,Yes,2,65.6
14.7,83.4,Medium,Low,Yes,7.8,76.0,Low,Yes,2,54.3
24.6,74.3,High,Medium,No,8.5,54.8,Medium,Yes,0,49.2
26.9,83.1,Medium,Medium,Yes,8.1,62.8,Medium,Yes,3,60.7
9.9,73.7,Medium,High,No,8.0,72.6,Medium,No,1,49.5
13.4,63.4,Low,High,No,7.1,58.4,Medium,Yes,4,46.6
8.3,99.7,High,High,No,6.7,72.3,Medium,Yes,0,57.4
18.9,65.1,Medium,Medium,Yes,7.6,67.1,Low,Yes,4,61.3
24.8,62.9,Medium,Low,No,8.3,93.0,Medium,Yes,1,65.6
29.5,95.1,High,Medium,Yes,7.2,89.7,Medium,Yes,1,74.8
20.9,72.1,Medium,Medium,No,8.8,99.6,Medium,Yes,2,67.3
30.3,86.0,High,High,Yes,6.9,76.4,High,Yes,0,67.2
12.2,73.2,Medium,Medium,No,5.9,78.8,Medium,Yes,1,55.1
10.3,75.7,Low,High,Yes,7.2,97.3,Low,Yes,2,58.1
20.2,70.5,High,Medium,Yes,7.3,70.0,Medium,Yes,3,63.2
22.8,73.7,Low,High,Yes,7.1,77.8,Medium,Yes,5,66.7
20.3,76.4,Medium,Low,No,8.9,69.0,Medium,Yes,1,51.2
8.1,88.8,Low,Low,No,8.2,77.3,High,Yes,0,63.5
20.0,80.5,High,Low,No,5.3,54.0,Medium,Yes,2,55.9
12.7,97.7,Low,High,No,9.2,89.2,Medium,Yes,1,61.6
24.5,61.7,Medium,Low,Yes,4.0,99.3,High,Yes,0,64.2
22.7,80.1,Medium,High,No,10.0,53.3,Low,Yes,0,49.2
14.9,83.4,Medium,Medium,Yes,6.8,90.1,Low,Yes,3,62.5
17.4,96.8,Medium,Medium,No,7.0,62.1,Medium,Yes,2,55.8
14.1,62.0,Medium,High,No,7.1,59.9,Low,No,3,53.7
20.1,82.9,Medium,Medium,Yes,7.7,84.7,Low,Yes,1,61.9
26.2,94.1,Medium,Medium,No,7.2,52.2,High,Yes,1,59.8
14.6,69.7,Medium,Medium,No,7.0,73.2,High,No,0,52.5
23.5,95.1,Medium,High,Yes,8.9,50.1,Medium,Yes,0,51.0
17.3,60.8,Medium,Medium,Yes,7.9,77.7,Medium,Yes,1,52.6
15.7,89.3,High,Medium,Yes,6.0,73.1,Low,Yes,8,62.0
19.9,97.3,Medium,Medium,No,8.2,95.8,Medium,Yes,0,64.7
14.3,86.3,Low,Medium,Yes,7.9,86.0,Low,Yes,1,63.1
17.2,77.6,Medium,Medium,Yes,6.5,56.3,Medium,Yes,0,52.1
13.3,61.8,High,Medium,Yes,8.2,67.7,Medium,Yes,4,51.9
32.3,96.8,Low,High,Yes,7.0,96.6,Medium,Yes,1,86.2
20.7,78.8,Medium,Medium,No,6.9,86.3,Low,Yes,1,63.6
16.3,61.2,Medium,High,Yes,6.9,79.7,Low,Yes,0,48.6
21.8,87.6,Low,High,No,4.0,78.0,Medium,Yes,1,59.5
19.8,79.3,High,High,Yes,6.5,69.9,Medium,Yes,3,63.4
19.2,65.0,Medium,Low,Yes,8.1,79.3,Medium,Yes,1,57.6
24.2,68.6,Medium,Medium,Yes,7.2,88.6,Low,Yes,2,58.5
25.0,62.6,High,High,No,5.5,56.4,High,Yes,1,54.5
17.3,83.0,Medium,Low,Yes,8.5,98.5,Low,Yes,0,64.8
17.0,84.9,High,Low,Yes,6.8,62.0,Medium,Yes,2,59.3
18.8,80.2,Medium,High,Yes,5.6,72.4,Low,Yes,1,57.1
6.7,92.7,High,Medium,Yes,10.0,51.1,Medium,Yes,2,46.2
11.4,94.4,High,Medium,No,5.8,77.5,Medium,Yes,1,56.4
28.7,84.6,Low,Medium,No,8.3,69.1,High,Yes,1,72.2
30.4,60.5,High,High,Yes,6.2,62.5,Medium,Yes,1,61.1
19.0,87.8,Medium,Medium,Yes,7.4,99.3,Low,Yes,2,65.3
24.0,76.7,Low,High,No,6.0,71.4,High,Yes,2,69.4
22.4,82.6,Medium,Medium,Yes,5.6,70.7,Medium,Yes,3,59.9
39.0,86.0,Low,Medium,Yes,7.9,73.2,High,Yes,1,70.6
27.2,74.0,High,Medium,Yes,7.7,55.8,Medium,Yes,3,56.2
19.7,96.7,Medium,Medium,Yes,8.7,69.7,Medium,Yes,2,58.6
14.8,65.4,High,Medium,Yes,7.2,66.8,High,Yes,1,49.6
10.9,86.9,Low,Medium,Yes,10.0,73.3,Medium,Yes,1,49.1
21.7,60.2,Medium,High,Yes,7.5,92.8,Medium,No,1,62.9
16.0,97.0,Medium,Medium,Yes,7.9,59.6,Medium,Yes,3,55.2
12.0,64.5,Medium,Medium,No,5.4,80.4,Medium,Yes,0,46.9
16.6,63.8,High,Medium,No,6.4,51.9,Medium,Yes,1,47.1
14.0,73.3,High,High,No,7.9,65.8,Medium,Yes,0,44.3
30.6,74.9,High,Medium,No,7.1,73.6,Medium,Yes,1,62.8
25.8,68.6,High,Medium,Yes,7.4,53.7,Medium,Yes,0,53.3
20.5,83.4,Low,High,Yes,6.1,77.2,Medium,Yes,1,67.9
29.4,77.7,Medium,Medium,No,7.4,65.5,Low,Yes,0,54.1
21.0,61.4,Medium,Medium,Yes,7.4,99.6,Low,No,1,67.3
15.3,72.8,Medium,Medium,Yes,5.7,81.5,Low,Yes,0,51.9
29.6,92.4,Low,High,Yes,8.0,62.2,Medium,Yes,2,75.1
23.7,87.6,Medium,Medium,Yes,5.0,55.1,High,Yes,4,56.9
14.3,89.0,Medium,Low,No,7.4,52.0,Medium,Yes,1,42.7
19.4,87.9,Medium,High,No,9.5,54.5,High,Yes,2,59.7
15.2,72.4,High,Low,No,8.1,84.0,Low,Yes,1,48.7
12.2,64.0,Medium,High,No,8.1,92.7,Medium,Yes,0,56.4
26.1,70.9,Low,Low,Yes,6.0,57.8,Medium,Yes,2,55.8
32.0,93.3,Low,Medium,No,9.5,70.1,Low,Yes,2,66.7
12.1,99.2,High,Low,Yes,9.0,67.7,High,Yes,1,56.5
23.9,79.8,High,Medium,No,6.1,82.2,Low,Yes,1,61.6
16.6,60.4,Medium,Medium,Yes,6.6,59.1,Low,Yes,1,34.3
17.6,65.6,Medium,Low,No,8.8,97.7,Medium,Yes,4,67.4
16.9,72.9,High,Medium,No,9.5,86.4,Medium,Yes,2,59.7
15.3,83.1,Medium,High,Yes,5.6,97.8,Medium,Yes,1,66.9
20.8,63.0,High,Medium,Yes,5.9,63.9,Low,Yes,2,44.3
15.5,97.7,High,High,Yes,7.0,79.4,Low,Yes,1,63.8
22.1,74.6,Medium,High,Yes,4.4,86.6,Low,Yes,1,65.5
20.2,96.5,Medium,High,Yes,7.2,85.5,Low,Yes,2,63.0
19.1,91.2,Low,High,No,8.7,51.1,High,No,0,55.9
15.1,90.2,Medium,Medium,Yes,5.3,99.9,High,Yes,0,76.6
17.0,84.3,High,High,Yes,7.4,96.4,High,Yes,0,71.2
25.0,85.1,High,High,No,6.4,56.0,High,Yes,4,57.4
23.5,85.5,High,High,Yes,9.3,77.2,High,Yes,2,67.8
14.6,85.1,Medium,Low,Yes,6.5,65.7,High,Yes,2,56.6
21.1,82.1,Low,High,No,9.2,93.9,High,Yes,0,80.1
25.0,99.5,Low,High,No,6.4,84.9,High,Yes,3,73.5
10.5,89.3,Medium,High,Yes,8.2,61.2,Medium,Yes,0,50.1
23.8,91.1,Medium,Low,Yes,7.5,51.7,Medium,Yes,2,49.9
16.5,94.9,Medium,Medium,Yes,7.0,64.6,Medium,Yes,3,62.7
23.9,68.6,Low,High,Yes,6.2,51.9,Medium,Yes,1,50.9
15.9,63.4,High,Medium,Yes,7.6,57.1,Medium,No,1,35.6
9.7,79.3,Medium,Medium,No,6.6,81.8,Medium,Yes,2,55.8
10.7,80.6,High,High,No,6.3,87.3,Medium,Yes,0,59.0
20.8,93.2,Medium,Low,Yes,9.1,73.4,Low,Yes,5,64.5
22.1,77.8,Low,Medium,Yes,7.9,80.0,Low,Yes,1,60.0
15.1,82.8,High,Medium,Yes,8.0,57.8,High,Yes,1,55.9
24.3,81.1,Medium,Medium,Yes,6.7,65.8,Medium,Yes,2,59.6
10.5,61.5,Medium,Medium,No,7.0,85.6,Medium,No,4,59.2
20.1,84.6,Medium,Medium,No,6.9,68.2,High,Yes,0,59.3
13.2,93.1,Low,Low,Yes,7.6,67.4,Low,Yes,2,49.8
16.6,66.3,Medium,Medium,Yes,8.0,59.7,Medium,Yes,1,50.9
20.8,83.8,High,High,No,7.2,79.7,Low,Yes,3,68.0
15.3,83.7,Low,Medium,Yes,6.2,90.5,High,Yes,0,64.9
18.2,66.6,Medium,Medium,Yes,8.2,73.5,Medium,Yes,2,54.7
26.5,64.9,High,Low,Yes,7.2,55.8,Medium,Yes,2,47.9
17.0,99.2,Medium,High,Yes,5.3,91.9,High,Yes,1,74.7
25.5,75.7,Medium,High,Yes,4.4,53.6,High,Yes,2,55.9
13.7,69.1,Medium,Medium,No,7.6,73.6,Medium,Yes,0,52.1
23.7,66.9,Medium,Medium,Yes,6.1,63.1,High,Yes,0,56.4
29.1,86.7,Medium,Medium,Yes,7.8,96.8,Medium,Yes,2,80.8
5.7,84.4,Medium,High,No,6.2,86.9,Medium,Yes,2,65.6
15.7,85.7,Low,Medium,Yes,7.4,78.3,Medium,Yes,1,47.2
24.0,63.5,High,Medium,Yes,6.7,83.4,Low,Yes,3,61.2
19.3,95.7,High,High,Yes,9.5,76.6,Low,Yes,5,59.5
22.7,75.6,Medium,High,Yes,8.4,57.4,High,Yes,0,61.3
16.9,72.5,Medium,Low,No,9.0,85.5,Low,Yes,4,59.7
21.0,78.5,Medium,High,Yes,7.2,74.6,Medium,Yes,1,66.2
19.6,75.6,Low,Medium,No,8.3,81.7,Low,Yes,2,60.6
27.5,94.5,High,High,No,7.3,52.3,Medium,Yes,1,54.4
22.0,97.2,Medium,Medium,Yes,9.1,57.1,Medium,Yes,0,51.6
22.5,72.1,Medium,Medium,Yes,7.1,79.5,High,No,0,62.2
18.0,94.6,Low,Medium,Yes,5.4,73.0,High,Yes,0,64.2
17.6,91.3,Low,Medium,Yes,4.6,61.3,High,Yes,3,61.1
17.9,97.2,Medium,Low,Yes,9.4,62.0,Medium,Yes,2,56.7
22.9,69.8,High,Medium,Yes,7.8,81.6,High,Yes,0,61.9
18.0,83.1,High,Medium,No,7.9,52.9,Medium,Yes,3,57.6
22.2,71.0,High,Medium,Yes,9.1,71.7,Medium,Yes,0,56.8
33.0,93.0,High,High,Yes,5.1,76.2,Low,Yes,2,71.1
25.7,60.2,High,Medium,Yes,6.7,65.4,High,Yes,2,60.8
18.5,82.6,Medium,Medium,Yes,6.9,91.0,Low,No,2,62.4
27.7,73.6,Medium,Low,No,8.2,52.8,Medium,Yes,2,52.1
18.1,72.9,High,Medium,No,6.3,93.3,Medium,Yes,2,67.7
8.3,85.8,Medium,Medium,Yes,5.6,86.2,Medium,No,0,59.7
14.5,94.1,Medium,Medium,No,5.6,72.3,Low,Yes,2,60.0
9.3,84.4,Medium,Medium,No,8.7,96.2,Medium,Yes,1,61.7
18.4,94.1,Medium,Low,No,6.2,85.1,Medium,Yes,2,65.4
20.6,70.6,Medium,High,No,6.5,96.6,Low,Yes,2,64.7
30.6,80.8,Low,Medium,No,8.0,73.6,Medium,Yes,2,70.1
22.5,78.0,Medium,Medium,Yes,6.3,72.6,High,Yes,2,60.4
19.2,60.5,High,Low,Yes,5.0,76.5,High,Yes,4,62.1
25.5,82.3,Medium,High,Yes,5.1,53.3,Medium,Yes,4,64.6
7.2,86.5,High,Low,Yes,7.1,95.4,Low,No,4,61.3
21.9,83.7,Low,High,No,7.8,83.4,Medium,Yes,0,66.4
25.1,89.5,Low,Medium,Yes,6.9,80.9,Medium,Yes,2,67.2
11.6,82.9,Medium,Medium,No,7.8,96.3,High,Yes,2,60.6
27.4,62.7,Medium,High,Yes,5.1,99.7,High,Yes,1,72.7
22.5,64.7,Medium,High,No,5.2,58.2,High,Yes,2,57.9
18.0,83.9,High,Medium,No,10.0,87.4,Medium,Yes,3,64.3
24.3,71.0,High,Medium,No,8.8,79.0,Medium,Yes,0,62.3
34.1,63.2,High,Medium,No,8.2,73.0,Low,Yes,3,57.9
21.6,77.2,Medium,High,Yes,6.3,98.9,Medium,Yes,0,62.2
22.0,82.2,Medium,Medium,Yes,6.9,92.5,High,Yes,1,73.9
17.7,73.1,Medium,Medium,No,7.2,84.8,Medium,Yes,1,59.4
15.4,88.8,Low,Low,Yes,8.9,69.1,Medium,Yes,1,55.5
25.5,85.8,Medium,Medium,Yes,7.7,83.3,Low,Yes,1,62.2
15.4,73.3,Medium,Medium,Yes,7.9,76.6,Low,Yes,0,53.8
20.9,90.2,Medium,Medium,Yes,7.0,62.5,Medium,No,1,62.5
17.6,85.9,Low,Medium,No,8.2,72.5,High,Yes,0,65.5
23.4,85.5,Low,Low,No,7.6,60.6,Low,Yes,0,47.8
22.5,82.1,Medium,Medium,No,7.3,75.0,Low,Yes,0,55.2
26.7,60.5,Medium,Medium,Yes,6.2,86.0,Medium,Yes,3,67.7
17.4,87.9,Medium,Medium,Yes,7.1,51.8,Medium,Yes,0,56.2
18.9,75.0,Medium,Low,No,5.8,88.3,Low,Yes,1,53.5
14.6,97.7,Low,Low,No,7.1,51.0,Low,Yes,1,40.6
17.8,92.7,Medium,Low,No,7.3,75.9,Medium,Yes,4,67.1
22.8,83.5,Low,High,No,4.1,78.7,Medium,Yes,0,61.2
25.0,70.1,High,Medium,Yes,6.9,88.1,High,Yes,4,75.9
15.0,68.1,High,Low,Yes,5.7,88.1,Medium,Yes,2,56.5
25.7,73.6,Medium,Medium,No,7.8,70.9,Medium,Yes,1,61.4
28.6,79.1,Medium,Medium,No,8.0,53.3,Low,Yes,1,50.8
23.0,71.8,High,Medium,No,6.6,84.7,Medium,No,3,62.5
31.8,80.6,Medium,Medium,Yes,7.9,75.5,Medium,Yes,4,72.0
15.9,66.6,High,Medium,No,8.0,66.7,Low,Yes,2,44.7
13.0,99.1,Medium,Medium,Yes,6.9,61.7,Medium,Yes,2,57.1
9.8,64.3,Medium,Low,Yes,9.2,56.0,Low,Yes,1,36.7
29.5,97.3,High,High,Yes,6.3,64.8,Medium,Yes,2,62.6
24.4,96.5,Medium,High,No,9.1,72.9,Medium,Yes,2,69.3
20.2,81.0,Medium,High,Yes,6.9,73.9,Medium,Yes,1,62.5
22.2,89.0,Medium,Low,Yes,6.1,79.1,High,Yes,1,55.9
13.7,77.4,Medium,High,Yes,6.7,68.1,High,Yes,0,55.7
35.2,85.2,High,High,No,5.8,96.0,High,Yes,0,81.6
21.3,73.6,Medium,High,Yes,8.2,74.8,High,Yes,0,62.8
21.2,72.0,Medium,Medium,No,5.1,71.2,Low,Yes,0,45.3
24.9,83.1,High,High,Yes,9.0,52.4,Medium,Yes,0,55.9
23.4,79.9,Medium,Low,Yes,6.0,80.0,Low,Yes,0,59.1
21.8,83.2,Medium,Medium,No,8.3,80.1,Low,Yes,0,55.0
15.8,71.5,Medium,Medium,Yes,7.2,79.2,Medium,Yes,1,51.4
23.3,74.7,High,High,Yes,7.6,94.4,High,Yes,0,67.8
31.8,63.4,Medium,High,Yes,6.4,88.1,Medium,Yes,3,74.0
28.6,62.1,Medium,Medium,No,7.7,93.4,Medium,Yes,3,66.5
30.1,70.1,High,Medium,Yes,7.4,53.0,Medium,Yes,0,47.9
17.4,63.0,High,Low,Yes,5.3,65.9,Medium,Yes,2,58.8
14.6,64.2,High,Medium,No,5.9,65.9,High,Yes,2,53.9
19.7,92.5,Medium,Medium,Yes,6.5,82.9,Medium,Yes,2,65.2
20.8,61.6,Medium,Low,Yes,6.2,72.4,High,Yes,0,52.1
27.1,86.4,Medium,High,Yes,8.8,88.9,Low,Yes,4,72.4
10.3,70.9,High,Low,No,7.2,69.2,High,Yes,3,60.7
29.7,94.9,High,Medium,Yes,6.2,61.1,Low,Yes,3,66.0
19.6,79.4,Low,High,No,6.6,64.5,Medium,Yes,1,66.5
17.9,72.2,Medium,High,No,6.5,59.1,High,Yes,2,58.4
14.4,80.7,Medium,High,Yes,6.8,59.9,Medium,Yes,2,49.9
10.6,75.3,High,Low,No,5.8,60.8,Medium,No,2,47.8
25.4,82.6,Medium,High,Yes,6.1,50.8,Medium,Yes,3,60.8
20.9,64.6,Medium,Medium,Yes,8.2,85.8,Low,Yes,3,63.7
12.8,99.9,Low,High,No,7.4,70.0,Low,Yes,0,52.9
12.7,77.0,Medium,High,Yes,7.0,51.1,Low,Yes,1,51.2
18.5,73.9,Low,High,Yes,7.2,68.5,Low,Yes,1,48.7
30.5,88.4,High,Low,Yes,7.1,95.3,High,Yes,2,79.5
18.9,74.6,High,Medium,Yes,6.9,75.6,High,Yes,2,61.3
11.5,93.3,Medium,High,Yes,7.9,99.3,Medium,Yes,1,65.7
19.0,78.2,Medium,High,No,7.8,77.0,High,Yes,2,66.8
18.9,88.8,High,Low,No,5.2,98.1,Low,Yes,3,72.9
4.3,64.3,Medium,High,Yes,7.0,60.1,Low,Yes,1,41.6
20.2,93.8,Medium,Low,Yes,5.2,64.5,Medium,Yes,1,57.3
19.1,89.4,High,Medium,Yes,8.0,85.0,Medium,No,2,58.3
24.7,68.5,High,Medium,Yes,8.2,99.3,Low,Yes,1,70.4
31.6,65.8,High,Low,Yes,6.4,91.3,Medium,Yes,1,66.5
27.3,72.7,Low,Low,Yes,7.0,77.7,High,Yes,2,68.1
18.9,99.0,Low,High,Yes,4.5,54.3,Medium,Yes,0,58.5
13.9,70.3,Low,Medium,Yes,8.5,68.2,Low,Yes,0,47.5
35.9,78.2,Medium,Low,No,8.1,54.3,Medium,Yes,1,50.4
20.9,61.2,High,High,Yes,8.7,65.6,Medium,Yes,1,60.2
20.6,75.9,Medium,High,No,9.1,62.9,Medium,Yes,1,63.4
20.4,82.9,High,Medium,No,5.6,69.4,High,Yes,2,65.8
21.7,98.1,Medium,Low,No,8.4,91.9,High,Yes,3,72.0
19.6,80.7,Medium,Low,No,9.1,57.5,High,Yes,1,58.3
17.1,92.8,High,High,No,5.3,65.3,Medium,No,2,58.8
17.2,81.9,Medium,Medium,Yes,7.0,63.1,Medium,No,2,54.7
20.3,61.6,Medium,Medium,Yes,6.7,64.8,Medium,Yes,3,59.7
17.2,72.6,Medium,High,No,8.3,68.0,Medium,Yes,4,62.6
16.2,83.0,Low,Medium,No,4.1,62.2,Low,Yes,2,41.8
21.1,98.0,Medium,Low,Yes,9.6,97.1,Medium,Yes,0,69.9
19.0,94.4,Medium,High,No,7.1,71.0,Low,Yes,3,66.9
29.5,69.1,Medium,Medium,Yes,8.4,55.7,High,Yes,3,55.8
4.6,68.8,High,Medium,Yes,7.1,73.4,Medium,Yes,2,52.8
27.0,68.0,Medium,High,Yes,7.8,59.2,High,Yes,1,53.3
28.0,96.9,Low,High,No,4.2,60.8,Medium,Yes,2,64.6
8.1,94.1,Medium,Medium,No,6.7,64.3,Medium,Yes,0,51.6
18.4,91.0,Low,Medium,No,8.3,56.2,Low,Yes,2,50.7
18.3,75.7,Medium,High,No,7.6,86.1,Medium,Yes,1,68.8
12.1,80.2,Medium,Medium,Yes,5.1,89.6,Low,No,2,53.5
15.8,78.6,Low,Medium,No,7.3,69.7,Medium,Yes,2,59.3
13.8,70.1,High,Medium,Yes,6.1,84.4,Low,Yes,1,54.8
31.0,80.2,High,Medium,No,6.0,69.4,Medium,Yes,2,62.0
26.1,61.2,High,High,Yes,5.2,58.2,High,Yes,0,57.9
28.1,65.3,Medium,Medium,Yes,8.0,69.9,Medium,Yes,1,59.1
24.8,95.5,Medium,High,No,8.6,77.8,Low,Yes,1,71.5
13.7,90.1,High,High,No,10.0,52.0,Medium,Yes,2,54.4
17.4,76.9,Medium,High,Yes,5.3,82.7,High,Yes,1,67.1
23.4,80.7,High,High,No,8.2,87.1,Medium,Yes,2,67.3
13.2,74.8,Low,High,Yes,8.3,93.0,Low,Yes,1,61.2
24.8,89.6,Low,Medium,Yes,6.4,55.1,Medium,Yes,0,52.5
19.1,91.4,High,Low,No,6.0,50.0,Medium,Yes,2,50.5
18.3,90.5,High,High,Yes,5.8,53.7,Low,No,2,57.5
24.8,88.9,High,Medium,No,6.5,96.2,Medium,Yes,1,71.5
23.2,68.2,High,Low,Yes,7.5,88.3,Medium,Yes,0,55.1
18.3,73.5,Low,Low,Yes,9.0,91.8,Low,Yes,6,68.4
27.5,78.8,Medium,Low,Yes,8.6,75.9,Medium,Yes,1,65.3
14.0,73.2,High,High,Yes,5.1,76.3,High,Yes,0,64.9
24.2,90.2,Low,High,Yes,6.2,64.9,Medium,Yes,1,65.5
24.1,73.2,Medium,Medium,No,8.9,92.1,Low,Yes,0,61.9
18.6,65.5,Medium,High,No,6.2,91.5,Medium,Yes,0,63.9
22.5,76.0,Low,Medium,No,7.1,69.6,Low,Yes,4,61.1
13.0,99.2,Medium,High,No,5.0,66.5,High,Yes,1,62.5
26.0,69.0,Medium,Medium,Yes,8.7,86.9,High,Yes,3,61.8
19.4,84.5,High,High,Yes,4.7,51.3,High,Yes,2,54.8
17.4,77.3,Medium,Medium,Yes,5.1,93.0,Medium,Yes,1,66.5
26.8,62.8,Medium,Medium,Yes,8.6,72.3,Medium,No,0,62.0
16.3,79.5,Medium,High,No,9.7,72.1,High,Yes,2,60.0
12.0,88.1,Medium,Low,Yes,6.8,83.5,Low,Yes,3,56.1
11.2,80.5,Low,High,Yes,7.1,82.3,Low,Yes,1,55.3
24.1,94.9,Medium,Medium,Yes,8.4,63.3,Medium,Yes,2,61.2
12.8,71.6,Low,Medium,Yes,7.6,97.2,High,Yes,0,67.3
31.0,63.4,Medium,Medium,Yes,6.7,99.3,Medium,Yes,1,69.5
8.0,97.5,Medium,Low,No,6.6,76.3,Medium,Yes,1,57.8
30.7,75.1,Medium,Medium,Yes,5.2,78.1,Medium,Yes,2,73.4
21.8,83.1,Low,High,No,7.5,77.7,Medium,No,2,64.2
19.9,91.7,Medium,Medium,Yes,7.1,74.3,Low,Yes,1,56.8
17.2,73.0,Medium,High,No,6.6,97.3,Medium,Yes,0,66.5
22.9,88.6,Low,Medium,No,5.9,62.2,Medium,Yes,2,57.0
